Date,Latitude,Longitude,temperature_2m_max,sunshine_duration,rain_sum,wind_speed_10m_max,shortwave_radiation_sum,DOY
2024-08-23 00:00:00+10:00,-20.984182357788086,145.0405731201172,30.5905,38796.406,0.0,6.2201285,22.15,235
2024-08-24 00:00:00+10:00,-20.984182357788086,145.0405731201172,30.540499,38814.555,0.0,6.3134775,22.13,236
2024-08-25 00:00:00+10:00,-20.984182357788086,145.0405731201172,30.940498,38832.39,0.0,5.7489133,22.12,237
2024-08-26 00:00:00+10:00,-20.984182357788086,145.0405731201172,30.8905,38849.934,0.0,5.5542774,22.12,238
2024-08-27 00:00:00+10:00,-20.984182357788086,145.0405731201172,30.2405,38867.207,0.0,5.5731497,21.6,239
2024-08-28 00:00:00+10:00,-20.984182357788086,145.0405731201172,30.1405,38884.223,0.0,4.360046,22.47,240
2024-08-29 00:00:00+10:00,-20.984182357788086,145.0405731201172,32.5905,38901.01,0.0,5.323533,22.74,241
2024-08-30 00:00:00+10:00,-20.984182357788086,145.0405731201172,34.1905,38949.453,0.0,4.327817,23.28,242
2024-08-31 00:00:00+10:00,-20.984182357788086,145.0405731201172,35.0905,39010.94,0.0,4.9578223,23.64,243
2024-09-01 00:00:00+10:00,-20.984182357788086,145.0405731201172,34.5905,39028.125,0.0,4.6690474,23.46,244
2024-09-02 00:00:00+10:00,-20.984182357788086,145.0405731201172,34.3905,39099.156,0.0,5.0,23.35,245
2024-09-03 00:00:00+10:00,-20.984182357788086,145.0405731201172,32.0405,39117.598,0.0,7.300685,22.96,246
2024-09-04 00:00:00+10:00,-20.984182357788086,145.0405731201172,28.690498,39197.355,0.0,7.48131,23.22,247
2024-09-05 00:00:00+10:00,-20.984182357788086,145.0405731201172,28.7405,39282.887,0.0,6.9570107,23.44,248
2024-09-06 00:00:00+10:00,-20.984182357788086,145.0405731201172,28.440498,36027.543,0.0,7.694154,20.44,249
2024-09-07 00:00:00+10:00,-20.984182357788086,145.0405731201172,28.9905,39397.477,0.0,5.3758717,23.34,250
2024-09-08 00:00:00+10:00,-20.984182357788086,145.0405731201172,29.540499,39495.523,0.0,4.219004,23.92,251
2024-09-09 00:00:00+10:00,-20.984182357788086,145.0405731201172,31.5905,39598.28,0.0,4.3081317,24.02,252
2024-09-10 00:00:00+10:00,-20.984182357788086,145.0405731201172,31.5905,39542.03,0.0,5.314132,23.98,253
2024-09-11 00:00:00+10:00,-20.984182357788086,145.0405731201172,31.3405,39732.12,0.0,6.0207973,23.76,254
2024-09-12 00:00:00+10:00,-20.984182357788086,145.0405731201172,32.6905,39931.9,0.0,5.390733,24.43,255
2024-09-13 00:00:00+10:00,-20.984182357788086,145.0405731201172,31.4905,39961.113,0.0,5.5785303,20.72,256
2024-09-14 00:00:00+10:00,-20.984182357788086,145.0405731201172,29.3905,40266.484,0.0,6.61211,24.99,257
2024-09-15 00:00:00+10:00,-20.984182357788086,145.0405731201172,29.2405,40300.348,0.0,6.293648,25.02,258
2024-09-16 00:00:00+10:00,-20.984182357788086,145.0405731201172,28.4905,40430.184,0.0,6.926038,24.37,259
2024-09-17 00:00:00+10:00,-20.984182357788086,145.0405731201172,27.4905,31195.479,0.0,7.202777,15.6,260
2024-09-18 00:00:00+10:00,-20.984182357788086,145.0405731201172,27.3905,28097.387,0.1,5.9093146,15.3,261
2024-09-19 00:00:00+10:00,-20.984182357788086,145.0405731201172,32.7405,40734.234,0.0,5.920304,22.0,262
2024-09-20 00:00:00+10:00,-20.984182357788086,145.0405731201172,33.0905,35003.215,0.0,5.1107726,18.28,263
2024-09-21 00:00:00+10:00,-20.984182357788086,145.0405731201172,32.1905,40946.55,0.0,5.656854,26.2,264
2024-09-22 00:00:00+10:00,-20.984182357788086,145.0405731201172,32.4405,39831.41,0.0,5.189412,25.37,265
2024-09-23 00:00:00+10:00,-20.984182357788086,145.0405731201172,32.5905,41091.312,0.0,6.242595,26.22,266
