Date,Solar (Utility) - GWh,Wind - GWh,DOY
2024-10-17 00:00:00+10:00,15.191299,9.0411332,291
2024-10-18 00:00:00+10:00,17.443960999999998,10.423735,292
2024-10-19 00:00:00+10:00,18.186775,10.696558999999999,293
2024-10-20 00:00:00+10:00,23.492875,6.7806727,294
2024-10-21 00:00:00+10:00,23.912518,6.132323599999999,295
2024-10-22 00:00:00+10:00,21.131297999999997,5.838386900000001,296
2024-10-23 00:00:00+10:00,24.230734,4.3423846,297
2024-10-24 00:00:00+10:00,20.572144,5.7053299,298
2024-10-25 00:00:00+10:00,18.062892,7.477934599999999,299
2024-10-26 00:00:00+10:00,16.691011999999997,7.3949916,300
2024-10-27 00:00:00+10:00,14.184085,13.447764999999999,301
2024-10-28 00:00:00+10:00,14.569695,6.0045129,302
2024-10-29 00:00:00+10:00,18.789496,5.2140165,303
2024-10-30 00:00:00+10:00,20.765233,10.151358,304
2024-10-31 00:00:00+10:00,19.975097,10.616182,305
2024-11-01 00:00:00+10:00,22.460114,5.2516587,306
2024-11-02 00:00:00+10:00,18.619841,12.577598,307
2024-11-03 00:00:00+10:00,15.874647000000001,11.975710999999999,308
2024-11-04 00:00:00+10:00,23.641886,9.0160061,309
2024-11-05 00:00:00+10:00,25.504426,10.791277000000001,310
2024-11-06 00:00:00+10:00,25.100734,8.799042400000001,311
2024-11-07 00:00:00+10:00,21.859173,6.8578847,312
2024-11-08 00:00:00+10:00,18.000714,3.5347118,313
2024-11-09 00:00:00+10:00,24.441793,9.796312,314
2024-11-10 00:00:00+10:00,24.385483,9.7096624,315
2024-11-11 00:00:00+10:00,21.055149,9.3267582,316
2024-11-12 00:00:00+10:00,15.350468000000001,6.1272895,317
2024-11-13 00:00:00+10:00,18.3349,6.3821049,318
2024-11-14 00:00:00+10:00,22.524215,5.385985499999999,319
2024-11-15 00:00:00+10:00,20.460658,10.517911,320
2024-11-16 00:00:00+10:00,22.686523,9.3845758,321
2024-11-17 00:00:00+10:00,17.902780999999997,13.376011,322
2024-11-18 00:00:00+10:00,19.425508999999998,8.065268,323
2024-11-19 00:00:00+10:00,12.676619,8.1878103,324
2024-11-20 00:00:00+10:00,9.3622189,13.56699,325
2024-11-21 00:00:00+10:00,11.420128,11.110958,326
2024-11-22 00:00:00+10:00,17.333793,11.153415,327
2024-11-23 00:00:00+10:00,22.618947,11.452247,328
2024-11-24 00:00:00+10:00,21.232687000000002,11.340710999999999,329
2024-11-25 00:00:00+10:00,25.699397,10.54978,330
2024-11-26 00:00:00+10:00,26.485717,10.937284,331
2024-11-27 00:00:00+10:00,17.611976,8.443768899999998,332
2024-11-28 00:00:00+10:00,22.557833,6.2838997,333
2024-11-29 00:00:00+10:00,17.682420999999998,7.1658102,334
2024-11-30 00:00:00+10:00,10.055643,4.7289601,335
2024-12-01 00:00:00+10:00,20.40432,2.5551468,336
2024-12-02 00:00:00+10:00,24.031489,5.0200238,337
2024-12-03 00:00:00+10:00,14.329210999999999,5.3067842,338
2024-12-04 00:00:00+10:00,17.497542000000003,5.7101463,339
2024-12-05 00:00:00+10:00,15.461254,9.0129886,340
2024-12-06 00:00:00+10:00,27.039021,8.2852375,341
2024-12-07 00:00:00+10:00,23.41319,4.9457911999999995,342
2024-12-08 00:00:00+10:00,26.032179,4.8970479,343
2024-12-09 00:00:00+10:00,23.183673,5.602291500000001,344
2024-12-10 00:00:00+10:00,14.465974000000001,2.9356166,345
2024-12-11 00:00:00+10:00,16.165648,3.7908926000000003,346
2024-12-12 00:00:00+10:00,20.63719,5.6154223000000005,347
2024-12-13 00:00:00+10:00,22.787565999999998,7.1683822,348
2024-12-14 00:00:00+10:00,24.209228,5.6328669,349
2024-12-15 00:00:00+10:00,24.212024,6.8181204,350
2024-12-16 00:00:00+10:00,18.608823,11.082295,351
2024-12-17 00:00:00+10:00,16.050198,7.5081620000000004,352
2024-12-18 00:00:00+10:00,13.877412,4.698891400000001,353
2024-12-19 00:00:00+10:00,16.861506000000002,8.750266799999999,354
2024-12-20 00:00:00+10:00,18.87776,6.421134299999999,355
2024-12-21 00:00:00+10:00,20.74927,4.5453612,356
2024-12-22 00:00:00+10:00,21.664144,4.7525558,357
2024-12-23 00:00:00+10:00,21.282816999999998,5.1254996,358
2024-12-24 00:00:00+10:00,23.89794,6.1351202,359
2024-12-25 00:00:00+10:00,17.283185,8.013474,360
2024-12-26 00:00:00+10:00,18.999538,8.4890023,361
2024-12-27 00:00:00+10:00,21.563907,7.1428602,362
2024-12-28 00:00:00+10:00,20.336257,2.9934760000000002,363
2024-12-29 00:00:00+10:00,20.868074,4.2611721,364
2024-12-30 00:00:00+10:00,17.628416,5.9972075,365
2024-12-31 00:00:00+10:00,25.141212,4.5531843,366
2025-01-01 00:00:00+10:00,14.085533,5.4139270999999995,1
2025-01-02 00:00:00+10:00,19.787864000000003,4.5931757,2
2025-01-03 00:00:00+10:00,22.772915,8.7425465,3
2025-01-04 00:00:00+10:00,21.018253,9.1548269,4
2025-01-05 00:00:00+10:00,17.833167,9.7003012,5
2025-01-06 00:00:00+10:00,23.938477,7.5045198,6
2025-01-07 00:00:00+10:00,20.907376,6.8074514,7
2025-01-08 00:00:00+10:00,23.550488,6.5363782,8
2025-01-09 00:00:00+10:00,22.789977,5.804042099999999,9
2025-01-10 00:00:00+10:00,17.336277,8.1675749,10
2025-01-11 00:00:00+10:00,18.195927,6.2705994,11
2025-01-12 00:00:00+10:00,21.081356,5.696819499999999,12
2025-01-13 00:00:00+10:00,26.603271,4.9914077,13
2025-01-14 00:00:00+10:00,22.973330999999998,4.5691026,14
2025-01-15 00:00:00+10:00,23.896756,6.6221296,15
2025-01-16 00:00:00+10:00,23.155039000000002,9.282159,16
2025-01-17 00:00:00+10:00,25.698817,6.5724788,17
2025-01-18 00:00:00+10:00,17.451025,5.2868563,18
2025-01-19 00:00:00+10:00,17.467064999999998,9.8010202,19
2025-01-20 00:00:00+10:00,19.682475999999998,5.4200344,20
2025-01-21 00:00:00+10:00,23.872787,6.2649263,21
2025-01-22 00:00:00+10:00,22.514472,5.76328,22
2025-01-23 00:00:00+10:00,23.190017,9.9155931,23
2025-01-24 00:00:00+10:00,22.596588,8.8722461,24
2025-01-25 00:00:00+10:00,20.44538,11.651606,25
2025-01-26 00:00:00+10:00,18.502718,10.671828999999999,26
2025-01-27 00:00:00+10:00,21.57555,11.213439000000001,27
2025-01-28 00:00:00+10:00,21.162361,8.206989100000001,28
2025-01-29 00:00:00+10:00,22.55396,6.388391400000001,29
2025-01-30 00:00:00+10:00,23.61554,7.188541,30
2025-01-31 00:00:00+10:00,22.327445,8.5585314,31
2025-02-01 00:00:00+10:00,17.2688,10.04982,32
2025-02-02 00:00:00+10:00,16.526958,9.076609399999999,33
2025-02-03 00:00:00+10:00,13.592011000000001,8.8840027,34
2025-02-04 00:00:00+10:00,12.120883,8.4633188,35
2025-02-05 00:00:00+10:00,9.0569069,5.1945702,36
2025-02-06 00:00:00+10:00,16.976973,6.1651446,37
2025-02-07 00:00:00+10:00,18.977639,7.4802789,38
2025-02-08 00:00:00+10:00,19.593995,7.2154637,39
