date,Battery (Charging) -  GWh,Pumps -  GWh,Coal (Brown) -  GWh,Coal (Black) -  GWh,Bioenergy (Biomass) -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Gas (Waste Coal Mine) -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Coal (Brown) Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Pumps Market Value - AUD,Coal (Brown) Market Value - AUD,Coal (Black) Market Value - AUD,Bioenergy (Biomass) Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Gas (Waste Coal Mine) Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2024-05-27,-2.37,-6.42,97.89,284.13,0.74,0.09,11.30,21.37,15.12,2.91,1.75,1.82,44.70,29.87,39.01,54.33,115033.67,253647.45,17.17,104.71,6228.20,9547.27,9297.20,1716.21,1080.86,665.31,129.83,207438.20,204044.85,14931721.50,33094421.45,71075.12,22350.53,2033661.38,3651353.87,2777776.28,598762.57,170343.17,403526.66,6461786.66,3852533.08,2083871.13,0.00
2024-05-28,-2.63,-5.76,97.98,276.34,0.06,0.00,4.01,19.49,13.97,1.25,1.75,1.99,34.89,64.63,37.86,48.56,115150.72,246438.21,2.93,4.47,2232.84,8819.43,8226.15,739.89,1085.80,643.85,135.06,229606.68,322597.33,12454742.67,36982102.84,13521.87,1122.70,655901.29,3159238.65,2599653.69,238531.94,206777.43,458110.70,5832992.21,8131497.72,2981813.26,0.00
2024-05-29,-2.60,-9.51,80.87,254.96,0.07,0.00,0.98,8.99,5.91,0.26,1.74,2.16,24.35,138.01,33.67,51.51,95428.59,227698.75,2.91,0.07,563.32,4359.32,3833.03,152.68,1077.11,563.29,61.16,-6280.82,232241.24,2072111.80,20765563.18,7738.32,3.28,6971.69,995242.43,650839.24,22851.05,118348.91,243568.90,2329082.85,4259803.80,468534.84,0.00
2024-05-30,-2.05,-8.33,81.19,245.39,0.24,0.00,0.98,9.87,2.50,0.00,1.76,1.57,15.83,174.96,23.74,36.93,95792.76,219197.74,7.59,0.05,564.09,4666.18,1667.28,0.00,1087.29,552.51,45.89,-11434.09,380637.97,563478.24,16890093.96,16742.73,-0.60,-10244.04,784763.04,158779.98,0.00,112727.73,103889.89,954632.45,3368651.30,827858.38,0.00
2024-05-31,-2.46,-6.19,79.59,258.99,0.24,0.00,1.51,15.18,14.17,0.90,1.74,1.74,26.05,129.80,24.53,33.62,94025.50,231465.59,7.67,1.61,871.01,6906.67,8989.31,530.56,1073.69,593.47,88.36,-7092.41,375835.73,4830263.26,27235193.59,22509.21,109.49,129756.99,2364511.30,2301242.39,172843.31,167429.24,220214.20,3152702.40,5099459.46,1393698.24,0.00
2024-06-01,-1.99,-1.08,104.93,282.92,0.23,0.00,2.76,28.06,11.93,2.08,1.76,1.68,35.32,53.17,22.71,25.64,124100.08,253124.89,7.29,0.00,1590.60,11920.47,7362.92,1227.62,1092.83,702.34,138.56,231393.69,126459.56,14446351.42,37314983.44,35793.17,0.00,433899.57,4192818.63,1884900.00,350376.91,223799.56,275382.61,5773330.01,7448978.79,2702546.81,0.00
2024-06-02,-1.91,-6.33,105.02,265.60,0.31,0.00,4.08,17.87,14.08,1.47,1.74,1.39,34.17,52.45,34.29,44.33,124503.43,237444.05,10.34,0.00,2347.05,7921.36,8576.17,866.64,1077.28,673.20,116.59,97963.58,152118.91,11878936.82,28782376.43,40631.82,0.00,692293.39,2907344.39,3022794.96,293221.46,145949.16,298387.46,5768829.66,5287922.17,1386512.65,0.00
2024-06-03,-2.33,-7.01,106.35,273.55,0.60,0.00,4.65,27.10,24.97,3.23,1.71,1.86,44.20,61.40,33.72,45.44,126042.35,244838.93,21.41,0.00,2674.68,11709.20,15644.40,1903.67,1057.22,652.03,143.85,230073.64,171278.66,18752101.53,33104430.27,73768.35,0.00,852799.72,4557248.22,5065682.34,619101.50,179714.79,389560.34,8191673.45,8999077.23,1880071.43,0.00
2024-06-04,-2.52,-3.72,107.38,291.87,0.76,0.54,5.63,30.47,37.17,3.58,1.76,2.06,57.84,26.26,27.27,42.11,127238.65,261518.47,26.51,604.34,3240.70,13149.32,23860.32,2113.03,1088.84,688.73,186.71,408584.11,53779.98,24291938.80,46078255.31,119560.65,331595.33,1731282.36,7435754.91,10097985.46,1166613.10,241367.54,688732.80,9746748.44,3998033.90,1951918.76,0.00
2024-06-05,-1.79,-2.89,107.45,303.43,0.62,0.25,4.72,28.87,26.62,2.73,1.76,1.74,46.17,36.87,24.58,39.91,127329.78,271503.52,22.80,285.63,2717.12,12327.55,16544.49,1610.96,1085.77,697.90,167.29,282192.78,121163.72,19211829.24,47380325.77,110427.21,76963.37,967981.60,5352225.86,5106479.19,578303.01,233862.71,399647.46,7703975.90,6291876.43,2973243.10,0.00
2024-06-06,-2.08,-4.45,104.92,295.61,0.94,0.04,3.64,24.74,12.28,1.75,1.67,1.73,38.41,62.17,29.17,40.69,124416.28,264424.37,29.94,59.20,2098.29,10861.22,7746.82,1032.61,1029.29,673.55,119.87,175302.89,133737.19,11304509.75,32550308.11,118170.64,14001.20,820262.96,4444151.68,2313535.79,372077.29,161441.11,362900.29,5769981.39,7497522.57,1681544.77,0.00
2024-06-07,-2.22,-4.37,102.50,292.82,1.21,0.00,7.71,27.80,11.31,1.82,1.72,1.86,37.76,56.30,31.26,41.67,120936.01,261850.51,34.11,2.36,4335.84,13027.98,6719.58,1075.18,1063.44,671.49,120.91,210374.22,142575.98,13391219.74,32429854.53,127733.76,306.90,1282527.84,4172550.10,1862160.62,321159.74,162163.01,319659.45,4840411.59,6789006.98,2132869.66,0.00
2024-06-08,-1.82,-5.59,97.98,274.00,1.13,0.12,8.93,23.73,13.21,1.10,1.72,1.49,40.56,37.11,30.96,42.17,115068.05,244938.05,29.95,160.29,5033.46,10738.59,8193.03,647.97,1069.64,680.80,116.62,215575.50,11609.24,14085518.35,26340259.90,100729.65,32788.86,1751743.85,4225109.38,2265461.54,206365.77,134398.23,253870.22,4953005.06,4451973.21,1429337.77,0.00
2024-06-09,-2.05,-7.62,98.05,269.69,0.91,0.03,8.58,22.27,11.67,2.00,1.80,1.37,39.18,38.51,26.42,43.58,115148.21,240951.88,21.87,39.29,4808.30,10382.31,6942.95,1180.47,1114.50,686.51,117.36,208308.09,126682.09,15161208.43,25845032.60,77991.37,6685.87,1461499.28,3536910.20,1876263.78,352045.90,136565.25,234273.70,5418019.08,4428386.87,1100364.75,0.00
2024-06-10,-2.09,-6.43,94.18,270.28,0.65,0.00,3.37,20.44,6.28,0.74,1.58,1.62,32.19,75.14,33.64,48.31,110690.72,241676.89,16.94,0.00,1870.90,9979.10,3712.08,439.11,974.29,636.94,93.59,61608.26,83544.02,9099788.45,25819008.66,65491.54,0.00,418676.41,2392273.71,961622.35,77344.50,121658.71,227534.62,4202719.84,5202015.86,744810.94,0.00
2024-06-11,-2.84,-7.26,90.20,283.39,0.74,0.29,1.10,14.51,9.20,0.62,1.49,2.44,21.75,149.19,26.67,37.55,106134.76,253510.45,21.59,302.37,633.16,7659.95,5601.59,364.40,916.09,596.39,82.92,50865.99,242116.84,6935946.43,25738022.49,65616.04,53569.82,11983.30,1461945.59,1180437.86,57636.64,115677.68,272992.61,2700282.02,8866387.80,805929.29,0.00
2024-06-12,-2.38,-8.30,89.30,262.61,0.63,0.17,6.36,24.01,19.53,1.70,1.55,1.90,31.96,111.39,30.26,46.97,105033.77,234408.63,20.51,197.76,3518.41,11484.85,12215.98,1003.33,956.76,597.17,106.54,69048.18,77247.26,9817633.54,25873543.25,37559.46,154964.10,1291899.53,4441522.45,4211505.99,529282.83,121022.08,469454.08,5064105.99,7319338.49,790141.40,0.00
2024-06-13,-2.42,-2.71,97.49,297.40,0.87,1.18,15.94,31.46,44.35,3.82,1.63,2.22,69.22,16.34,24.84,39.23,114547.27,266438.73,23.09,1371.35,8836.52,14951.03,28276.95,2255.27,1005.08,683.00,248.98,503137.74,62102.17,29465857.92,58908510.28,182848.49,438642.65,5178421.12,9226697.87,14723748.77,1255264.49,212948.78,825954.82,21283328.36,3475075.40,2142816.69,0.00
2024-06-14,-2.28,-2.38,102.33,300.42,1.28,0.68,10.37,25.48,36.84,0.91,1.60,1.82,53.13,47.84,23.93,35.78,120682.78,269690.10,36.58,606.38,5736.22,12003.18,21949.79,537.64,986.64,677.74,214.60,363944.67,109390.61,22093656.92,61394186.15,266280.12,172722.44,2176805.26,4841269.89,8629270.45,167300.85,277955.35,445723.10,14328607.28,9160066.09,3038552.74,0.00
2024-06-15,-2.30,-5.73,106.87,277.61,1.02,0.09,3.84,29.11,21.58,1.16,1.13,2.00,31.92,61.76,26.34,39.71,126618.28,248229.32,32.48,77.20,2212.89,13634.42,12769.76,683.81,693.40,679.31,128.93,154281.20,174813.47,12674564.29,34889153.14,138889.98,14454.59,658346.32,4505335.53,4057551.69,229458.17,135291.82,387678.71,4515393.57,7512732.19,1011882.91,0.00
2024-06-16,-2.18,-7.08,100.97,267.26,0.99,0.02,3.22,24.26,14.08,0.86,1.45,1.58,28.05,67.67,36.17,50.14,119846.82,239455.84,26.65,24.28,1856.90,11258.17,8503.45,506.44,891.30,650.89,104.91,58823.20,-7248.93,9551690.82,28463648.99,108711.39,5096.42,510730.27,3505596.84,2570077.74,223884.68,129232.60,354597.33,3873814.89,6754738.33,322653.43,0.00
2024-06-17,-2.54,-4.24,107.68,284.52,1.20,0.51,8.86,30.63,32.29,1.67,1.33,2.02,46.66,47.03,39.21,47.12,127664.26,255183.42,34.21,491.22,4986.05,14405.79,19913.89,985.20,811.35,659.19,192.28,335852.50,127984.11,21268823.79,50398766.70,215268.88,166855.29,2339210.15,6918509.04,8511372.74,454899.32,200131.61,586625.22,11018559.79,8246140.94,3486485.34,0.00
2024-06-18,-2.45,-3.73,107.01,272.52,0.83,2.04,12.95,37.44,39.95,2.85,1.55,2.02,62.26,26.05,37.41,47.97,126853.56,244417.02,25.44,2063.40,7248.96,17110.43,24984.78,1677.99,954.92,657.72,235.10,463922.91,69970.91,27635961.33,56639044.59,173445.02,650559.82,4036511.25,10139074.93,11721817.14,977142.63,266616.97,629350.41,16642179.83,6478255.95,3287242.77,0.00
2024-06-19,-1.96,-5.05,107.43,280.54,0.86,0.51,10.40,35.54,32.09,1.30,1.45,1.77,65.03,38.47,38.11,52.16,127306.87,251778.55,26.19,452.59,5760.19,16175.84,20132.53,764.29,895.70,642.66,251.87,387900.65,179850.45,29701776.17,66017625.23,204735.89,166900.65,2965106.63,9332846.30,10190948.36,341475.36,294393.56,548881.03,19151446.06,9938453.00,3416412.02,0.00
2024-06-20,-2.66,-1.63,107.02,290.11,0.74,2.47,11.69,33.36,34.60,1.22,1.30,1.93,71.17,47.74,24.45,39.46,126850.01,261719.51,24.93,2492.13,6492.09,15575.44,21595.48,722.04,796.56,658.08,321.74,670041.04,292541.10,35055736.72,89760228.25,243610.83,1016796.24,3932909.60,10881641.34,13785787.71,382071.56,372823.80,852490.60,25269695.22,12414320.51,5357717.21,0.00
2024-06-21,-1.85,-2.72,106.58,282.79,1.06,0.97,13.04,40.14,34.13,1.22,1.44,1.63,64.57,30.66,30.17,40.77,126246.52,255229.04,31.29,1023.14,7257.06,18127.48,21186.26,719.48,888.82,668.17,285.87,455779.28,265200.75,32379540.91,75931584.61,298028.29,341332.98,4247523.49,12163260.12,10849033.63,438404.81,346561.29,563721.18,19517191.25,9056097.97,5771149.74,0.00
2024-06-22,-2.09,-2.93,106.15,280.50,1.52,0.58,10.60,40.03,29.33,1.79,1.44,1.69,43.93,32.88,33.52,33.34,125654.08,251663.61,42.67,610.77,5941.27,18088.13,18572.62,1056.79,881.65,690.08,252.94,431629.80,359718.38,28321822.15,65813353.87,358754.83,195514.49,3181642.27,10891929.95,8726953.47,563088.03,299105.55,527309.28,12274133.81,8188627.67,6405448.47,0.00
2024-06-23,-2.88,-5.80,105.42,262.52,1.53,0.14,5.22,30.41,28.27,0.77,1.44,2.17,36.14,49.43,38.50,45.67,124731.19,235615.58,42.15,101.10,2894.86,14028.53,17726.60,452.65,881.84,661.93,206.97,259716.33,313490.51,21117417.24,54879147.56,306270.21,53053.76,1207914.10,6635334.80,8250490.51,186711.09,258243.15,601967.63,10084161.41,7582065.73,2833433.70,0.00
2024-06-24,-2.76,-4.33,104.89,278.44,1.42,0.00,4.85,27.32,22.69,1.25,1.35,2.29,41.91,103.65,28.24,45.19,124269.86,249738.15,38.59,3.89,2702.09,13040.09,14240.13,736.27,828.30,617.91,183.86,199644.77,190417.97,15646624.20,53034472.72,251095.49,591.22,1048046.65,5630987.30,6269681.32,279400.44,212293.77,613215.73,10324307.19,14854404.03,2463294.37,0.00
2024-06-25,-2.93,-7.89,105.32,292.00,1.27,0.21,2.90,19.09,11.34,1.03,1.27,2.46,31.16,117.39,26.59,41.80,124735.76,260915.36,34.45,220.62,1671.71,9458.56,7067.87,605.13,778.26,630.61,138.42,180462.59,512889.57,12717408.36,38948583.98,160143.43,47656.77,435161.20,3745832.26,2393411.04,195799.24,157156.04,598879.12,8049256.36,14172189.92,1593354.73,0.00
2024-06-26,-2.84,-8.78,99.72,279.13,0.93,0.17,1.79,24.10,9.55,0.80,1.05,2.15,24.10,123.10,27.90,42.07,118261.31,249732.76,26.77,195.69,1030.51,11656.50,5884.21,471.82,663.36,620.74,99.20,82330.47,416777.01,8157964.53,29413787.36,94466.40,26015.16,192042.55,3263912.97,1576820.33,138781.81,106868.37,377632.06,3426694.03,9862983.56,1178240.02,0.00
2024-06-27,-2.75,-7.48,107.14,294.71,1.01,0.15,5.39,36.88,15.33,1.32,1.46,2.56,32.61,62.81,26.93,40.45,126953.29,263712.97,29.51,163.56,3032.96,17225.75,9384.53,777.35,900.95,682.56,140.07,226553.28,522479.21,15063611.39,39113738.32,137069.00,39466.69,1112237.31,5620711.35,3077376.69,271576.10,175893.68,585290.35,5853457.32,8196947.49,2199518.05,0.00
2024-06-28,-2.63,-8.73,96.27,288.82,1.16,0.00,2.39,10.18,4.91,0.51,1.43,2.02,24.53,125.02,30.29,44.14,113979.63,257466.27,32.23,0.86,1373.71,5812.29,3130.85,298.75,882.61,617.40,78.78,80832.12,318467.86,5869288.30,25573108.85,95044.73,30.90,181942.39,943242.22,676696.76,75926.72,118976.22,319075.39,2684021.49,7738723.55,1077931.13,0.00
2024-06-29,-2.09,-10.93,96.11,272.92,1.18,0.06,3.97,14.78,8.94,1.54,1.41,1.59,22.13,127.92,18.25,30.37,113931.40,243380.23,32.40,69.71,2285.06,7497.33,5843.11,908.02,864.78,637.28,82.57,110191.42,580697.65,10723667.09,18462823.80,76342.81,14825.48,521844.07,1864469.44,1268546.80,254319.89,86734.55,266576.14,2914548.54,8701760.68,1059253.04,0.00
2024-06-30,-2.23,-4.93,104.59,280.12,1.32,0.22,4.41,20.85,12.41,0.78,1.31,1.72,28.26,78.48,25.54,33.99,123997.18,249982.24,36.43,256.15,2541.58,10066.84,8408.69,460.12,804.50,675.72,104.90,85976.54,104492.54,11081554.85,25679744.55,105144.99,63346.70,815721.80,3327618.42,2770499.22,199219.35,88873.85,361150.41,5232499.54,6603072.73,918220.15,0.00
2024-07-01,-2.94,-1.88,107.01,312.29,1.08,0.11,13.47,31.26,32.94,2.13,1.13,2.45,53.87,35.65,24.53,33.45,126797.63,279345.04,30.98,127.99,7514.86,14885.85,20994.06,1258.56,687.99,698.53,202.28,589675.35,174216.28,28229678.09,47066780.06,165622.69,46059.88,3876627.55,7854849.34,8908776.54,639856.04,138318.95,733338.37,15015885.94,7387400.65,3328951.50,0.00
2024-07-02,-3.07,-1.84,106.81,300.72,1.21,0.02,13.15,32.50,25.68,1.83,1.28,2.48,54.41,56.97,26.85,34.52,126568.20,269006.21,33.44,21.73,7335.61,15203.72,15658.85,1079.13,786.89,666.69,183.76,489849.97,131774.96,25062396.49,42477953.23,163040.04,5694.43,3362584.41,7397731.59,6398415.86,495212.25,171602.17,715957.71,14035459.92,9823032.09,3275703.49,0.00
2024-07-03,-2.57,-4.71,106.78,278.45,0.91,0.16,10.97,34.03,25.00,1.51,1.18,2.14,50.62,74.47,33.84,41.40,126527.12,248952.86,24.62,170.99,6093.23,16032.67,15190.98,889.91,723.91,633.80,159.50,301824.19,308386.42,20909342.12,34697615.77,107286.76,48719.62,2408826.50,6475015.91,5605546.83,366048.97,133265.82,557223.88,11636865.69,11239246.81,3152730.27,0.00
2024-07-04,-2.16,-2.99,98.22,263.62,0.37,0.00,12.09,22.77,22.63,1.78,1.14,1.64,52.34,102.72,31.50,41.13,116653.70,235798.18,11.95,5.69,6754.09,11057.16,13414.37,1049.01,698.05,595.91,169.30,268608.18,108331.69,19799995.06,37147040.22,61461.00,1285.00,2662159.18,4765769.31,5119636.86,357072.05,145584.03,396189.76,12279004.03,16085836.74,2650342.79,0.00
2024-07-05,-2.57,-4.37,98.32,260.84,1.15,0.00,5.24,18.83,22.05,1.33,1.00,2.41,47.73,108.67,32.59,41.52,117373.79,233428.02,31.30,0.00,2954.26,9559.20,13039.90,782.25,609.66,595.17,161.86,206255.76,278328.37,18007622.02,37689543.04,162510.02,0.00,895194.00,3868266.63,4691103.48,246470.32,141744.23,568430.65,10831610.32,14647051.36,2904493.61,0.00
2024-07-06,-2.57,-7.51,100.39,256.98,0.72,0.00,2.31,16.39,10.56,1.00,0.97,2.02,38.80,103.14,31.67,44.81,120055.62,230282.18,16.39,0.00,1328.36,8398.35,6242.72,591.60,587.73,612.84,129.71,118021.87,391570.80,15551270.05,29204636.69,79183.53,0.00,195903.10,2825337.80,1998088.75,186642.97,97220.96,423319.11,7811001.13,11549077.02,1998790.08,0.00
2024-07-07,-2.19,-10.35,99.62,259.57,0.71,0.00,3.76,19.08,7.81,1.19,0.95,1.54,33.38,106.20,24.36,42.13,119164.71,232464.27,18.47,1.31,2163.92,9395.20,4881.15,701.20,579.57,628.44,111.56,123321.42,460878.46,11868542.23,24921561.47,51045.27,277.97,682422.21,3341302.45,1691899.37,275286.15,74539.09,355910.96,5837862.83,11059041.61,945432.09,0.00
2024-07-08,-2.92,-1.52,101.24,296.36,0.73,0.00,9.35,32.10,16.50,2.68,0.97,2.43,46.47,81.58,14.28,26.98,121129.44,265702.84,17.21,0.00,5275.40,15107.21,9996.51,1582.30,587.60,668.64,184.93,347200.72,127790.26,19591350.59,50058255.06,121946.66,0.00,2151223.50,6577927.40,3793870.94,596376.68,149018.47,635397.50,10694977.67,14092549.27,2336029.16,0.00
2024-07-09,-2.50,-2.15,97.79,293.56,1.09,0.00,16.75,34.88,18.08,3.01,1.03,1.89,45.98,52.29,23.13,30.97,116680.41,263410.44,27.12,0.00,9405.02,16292.99,10893.40,1777.13,623.27,680.60,182.32,349438.19,244092.62,19762704.35,47581058.67,180505.20,0.00,3635455.24,6936572.27,3840101.27,633378.74,160264.67,460943.79,10381335.00,9809159.33,2953708.82,0.00
2024-07-10,-2.20,-5.84,85.95,283.96,0.97,0.02,13.83,24.02,18.70,1.95,1.23,1.99,44.35,67.34,30.99,44.74,102274.51,254599.59,24.68,10.61,7752.04,11854.01,11381.08,1152.18,756.79,636.94,162.68,224015.20,304104.77,18221907.82,38147749.33,122997.24,1078.71,2961428.54,4505825.00,4127742.93,376315.62,148550.51,480934.59,10399992.85,9744470.82,2187334.77,0.00
2024-07-11,-2.59,-3.94,83.70,287.15,0.93,0.00,9.28,23.03,17.47,2.56,1.21,2.29,34.40,107.76,28.15,40.16,100319.62,257275.04,20.41,2.42,5228.75,11604.37,10829.58,1512.10,745.51,613.61,144.43,175366.55,81920.88,13164449.70,37565485.84,105181.07,599.11,1951622.78,4487670.80,3796584.62,492044.68,124721.41,467220.21,6977667.77,13922802.26,1282078.83,0.00
2024-07-12,-3.04,-4.12,104.72,289.35,0.90,0.01,11.99,32.19,20.54,2.79,1.03,2.54,40.20,35.38,31.59,49.05,125100.84,259386.69,19.97,9.38,6820.65,15361.56,12323.01,1644.84,629.23,684.92,174.06,348386.25,142355.00,22661806.22,42196660.81,119638.53,1916.65,2796943.20,6463244.64,4557434.64,681639.21,117315.40,614628.10,9370675.45,6675417.53,1920751.42,0.00
2024-07-13,-2.80,-7.06,112.79,278.69,1.34,0.00,6.12,22.06,11.76,1.74,1.00,2.19,36.19,41.08,31.86,46.43,134426.65,249698.42,34.67,0.17,3449.70,10658.74,7313.39,1028.79,609.60,698.02,140.21,215441.28,296000.74,18775146.01,33128856.66,156800.16,32.92,1311000.26,3688953.58,2510632.25,397562.39,94294.67,457436.54,7151136.01,5657953.82,1789859.61,0.00
2024-07-14,-2.64,-8.40,105.57,262.46,1.50,0.00,7.58,21.57,13.76,1.44,1.04,2.14,35.76,65.41,31.37,52.90,125140.54,234880.56,39.66,2.61,4253.54,10275.73,8496.25,851.24,634.83,650.22,124.98,151272.58,80723.26,16738046.06,26332092.67,128860.39,507.98,1533518.65,3847937.43,2959643.98,314354.75,82305.29,509831.93,6606187.65,7785105.54,595229.19,0.00
2024-07-15,-3.32,-5.48,104.52,276.69,1.39,0.17,7.89,29.25,12.21,1.13,1.15,2.70,30.49,125.60,31.11,48.00,123840.83,247376.01,37.54,183.86,4392.10,13533.11,7151.62,665.59,700.65,599.68,105.91,203703.66,221027.84,12043206.01,25996276.26,125116.70,34279.76,1097404.84,3818054.84,1853585.02,187052.60,101600.14,474962.36,4587617.81,13546857.98,1460048.87,0.00
2024-07-16,-2.96,-7.87,100.97,277.73,1.40,0.00,5.25,26.35,12.61,0.88,1.22,2.41,28.81,142.03,25.20,43.51,119741.77,248434.85,36.82,1.41,2951.92,12685.13,7383.12,520.66,746.61,596.93,102.44,107168.31,268634.26,10001500.90,27666163.95,130706.80,117.40,782991.88,3789525.46,2180486.39,137380.77,103041.46,438676.14,4500014.45,12028943.08,778622.96,0.00
2024-07-17,-3.06,-5.21,106.52,277.52,1.34,0.01,9.81,36.56,19.87,1.27,1.16,2.38,39.30,81.79,27.54,47.86,126142.02,248641.70,35.86,5.09,5428.39,17081.44,12189.36,751.30,704.16,637.52,144.99,252096.36,274594.16,15178457.35,38570598.75,178399.12,2405.23,1620654.77,6055334.10,4083247.39,231301.42,147042.98,531125.68,6962391.16,11226961.46,1950400.34,0.00
2024-07-18,-2.70,-4.61,106.48,267.57,0.74,0.16,10.85,41.60,23.33,2.17,1.01,2.36,47.34,70.15,27.37,49.75,126100.57,239896.51,25.37,207.29,6023.26,19056.60,14894.70,1279.01,614.38,634.11,195.21,350356.85,220699.53,17152717.60,36644866.72,99927.77,752861.37,3948173.05,12422686.72,14590150.56,1816979.64,128444.94,2195962.90,9121916.37,12255775.59,2584260.45,0.00
2024-07-19,-2.44,-6.42,101.57,253.83,0.83,0.34,2.55,17.68,8.16,0.48,0.95,1.97,35.58,173.43,30.99,45.26,120452.50,227091.53,26.63,365.55,1468.96,8615.54,5129.26,286.00,577.21,547.57,95.95,69272.19,154228.41,8376113.28,24191093.65,81758.16,174954.21,489152.60,2094077.42,1107501.75,55050.53,71732.46,329689.32,4013474.67,15996498.37,971117.24,0.00
2024-07-20,-1.94,-11.66,97.84,228.56,1.33,0.00,1.99,11.45,1.55,0.29,1.05,1.47,27.59,170.79,29.25,50.03,116074.46,203926.58,35.83,0.00,1144.66,5855.68,958.90,170.55,643.95,539.38,44.15,-32485.04,9083.16,3318755.77,12854468.57,59818.50,0.00,15117.12,756716.29,85854.05,24661.69,49657.48,107364.37,1808707.21,5377831.82,-230292.20,0.00
2024-07-21,-2.23,-8.91,102.97,223.85,1.38,0.00,1.81,14.00,2.75,0.31,1.10,1.56,25.14,136.29,30.08,56.04,122782.41,199850.45,36.78,0.00,1041.33,7186.60,1706.11,183.59,675.04,568.94,52.17,-30810.70,-95858.49,3975587.78,13999759.10,72069.19,0.00,63425.01,1037519.24,253137.79,33883.06,47547.08,161906.65,1902414.85,5793633.44,-114865.64,0.00
2024-07-22,-2.64,-4.71,104.19,254.53,1.35,0.00,2.02,22.77,7.17,0.95,1.06,2.33,32.16,109.32,40.33,54.25,124153.51,227900.62,36.75,0.00,1165.63,11264.15,4513.38,561.41,657.11,592.32,82.33,43148.94,97487.43,5272267.83,25135119.40,118703.29,0.20,148961.11,2265332.47,1037310.55,112988.18,87736.40,299885.65,3401872.84,6496238.54,1364521.56,0.00
2024-07-23,-2.58,-4.62,89.62,251.80,1.21,0.11,2.26,17.98,6.63,0.41,0.99,1.91,29.60,125.97,38.76,61.38,106457.33,225427.08,33.57,118.37,1303.96,8698.97,4179.26,240.15,619.02,558.51,69.10,2389.56,2620.83,2699667.48,23811778.97,102104.37,22202.68,70153.31,1872906.28,914069.56,39802.21,83641.79,189286.09,2681525.98,4310003.36,447634.34,0.00
2024-07-24,-2.39,-3.36,89.99,247.76,0.81,0.00,1.96,12.90,5.51,0.00,1.01,1.81,25.19,154.92,34.64,53.86,106554.62,222005.87,26.16,0.00,1130.72,6133.39,3456.06,0.00,626.84,544.22,60.60,-25252.21,-1068.05,2238947.40,21919772.13,70610.02,0.00,-28079.28,1357219.62,590861.31,0.00,81170.57,171323.56,2177135.82,4247140.44,475667.46,0.00
2024-07-25,-2.26,-3.84,101.38,251.03,1.06,0.00,4.29,16.69,10.11,0.59,1.07,1.99,32.32,131.16,24.71,44.14,120002.78,224527.19,30.97,2.96,2391.15,7623.58,6245.89,345.16,661.63,588.86,92.84,83497.53,195519.95,10803071.63,20644346.74,84533.23,523.22,780469.56,1747943.04,1566972.65,81548.60,84077.30,364676.08,4299029.44,10547877.31,1289577.00,0.00
2024-07-26,-2.37,-5.05,89.41,248.42,1.62,0.00,1.42,13.41,7.22,0.35,1.17,1.86,28.25,126.11,33.82,57.21,105805.38,222295.31,48.84,0.25,816.98,6171.82,4719.32,208.51,720.74,565.29,84.45,19188.63,123669.11,4421764.07,26004658.94,158147.44,28.91,34478.73,1734520.49,989681.27,36428.20,115180.61,237419.37,3475320.94,7154409.92,968269.57,0.00
2024-07-27,-2.48,-3.67,98.03,271.25,1.89,0.00,1.49,15.70,6.21,0.70,1.26,1.88,39.44,96.90,24.98,36.83,115553.32,243796.85,55.11,0.00,858.44,7107.81,3967.55,412.74,778.35,630.97,116.00,169219.43,382177.63,9474466.41,32898901.18,229016.24,0.00,104285.70,2046862.40,914124.00,93277.52,157632.88,296613.64,5691074.87,8712664.40,2676494.98,0.00
2024-07-28,-2.07,-7.18,88.04,238.32,1.74,0.63,6.07,21.20,14.14,1.96,1.16,1.80,42.47,98.28,37.65,53.66,104402.18,213600.00,47.76,674.01,3397.21,9272.27,9137.26,1157.92,712.31,572.69,234.06,142154.14,76369.95,9804292.91,29683996.30,185997.02,2475015.63,9484375.88,20328683.00,21581186.27,3729478.42,131205.39,1709540.54,8396363.62,12621480.15,1312003.78,0.00
