date,Battery (Charging) -  GWh,Pumps -  GWh,Coal (Brown) -  GWh,Coal (Black) -  GWh,Bioenergy (Biomass) -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Gas (Waste Coal Mine) -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Coal (Brown) Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Pumps Market Value - AUD,Coal (Brown) Market Value - AUD,Coal (Black) Market Value - AUD,Bioenergy (Biomass) Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Gas (Waste Coal Mine) Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2024-12-02,-2.24,-4.63,67.85,242.12,1.68,0.69,4.14,18.95,16.32,1.62,1.19,1.43,44.12,81.23,60.62,104.92,80932.93,215334.73,50.01,706.01,2386.69,8914.58,10086.97,956.69,734.53,500.13,570.38,157882.48,294266.30,6956255.00,167020519.06,1015118.58,3293336.95,488223.39,18435806.36,26694824.03,244116.88,727596.52,4611360.84,35151328.83,14174606.30,14626696.80,20759483.51
2024-12-03,-2.46,-2.10,67.79,264.78,1.64,0.25,3.58,19.31,18.46,1.52,1.09,1.86,36.35,99.25,37.66,93.22,80996.02,235866.94,49.28,251.85,2058.53,9098.95,11213.34,894.03,670.39,531.15,230.32,214592.18,224049.08,5180511.50,71457934.25,389437.33,151622.59,334855.71,3608386.57,4359401.06,205291.20,190534.16,525900.60,13004133.39,11840230.89,12031895.35,11193470.87
2024-12-04,-2.34,-3.58,76.98,259.67,1.67,0.18,3.35,17.89,11.06,1.18,1.24,1.57,32.35,52.68,52.32,107.77,91581.40,231490.68,48.58,185.03,1928.35,8232.10,6761.37,696.58,763.40,556.50,121.50,158712.94,253711.44,7403787.53,33278556.47,210021.14,43485.01,387041.87,2762978.97,1699434.10,161362.88,165314.40,281017.40,4025841.33,6424711.78,4313409.12,7218753.05
2024-12-05,-3.36,-2.34,79.01,261.73,1.47,0.09,8.62,21.30,20.31,1.52,0.89,2.76,42.50,54.73,61.76,106.38,94122.01,233396.85,42.38,107.02,4866.29,9851.82,12414.95,898.34,553.54,541.94,165.55,376702.62,149219.36,10697255.18,37257334.78,198892.97,40298.70,3337109.91,6063390.45,6287608.57,684770.30,127648.77,973868.13,7231532.01,7681104.59,8042652.04,12781288.97
2024-12-06,-2.60,-5.50,79.92,269.28,1.22,0.19,8.12,21.02,16.67,1.96,1.08,2.01,51.44,61.16,65.48,95.60,95312.82,240333.70,33.44,192.11,4571.24,9565.05,9836.56,1158.55,664.29,542.18,238.79,247838.77,359472.29,10022433.65,69671323.01,314099.51,77912.31,1151969.16,3350376.22,3219489.51,295638.39,129526.60,721205.44,16233647.30,8744995.41,17930904.87,40636683.44
2024-12-07,-2.91,-8.67,68.55,248.61,1.18,0.60,2.55,15.10,6.29,0.32,1.09,2.17,30.59,92.95,61.57,93.77,81608.70,223058.27,31.05,630.35,1469.55,7129.64,3734.63,186.54,668.14,518.96,101.69,58504.27,207318.77,3051807.80,32620497.27,141011.74,224302.18,145338.86,2779626.61,1575010.20,50066.63,123845.10,491492.44,4536091.82,4027936.68,2236057.83,3515980.89
2024-12-08,-2.76,-10.59,63.62,229.92,1.04,1.16,2.54,12.79,7.25,0.89,1.14,1.74,25.42,74.41,66.06,115.77,75956.76,206338.63,29.22,1211.95,1462.65,6290.90,4370.11,526.81,698.61,502.87,130.34,-15604.19,410885.38,2346175.38,37174846.82,145942.55,795537.95,98075.76,4592447.90,2999167.67,97806.08,239812.05,394058.45,3996539.12,4317575.99,3536137.95,3633556.44
2024-12-09,-2.92,-2.86,76.78,264.35,1.35,1.15,4.48,20.57,11.51,1.89,1.07,2.73,45.88,40.54,57.10,84.94,91598.41,237195.83,43.44,1200.59,2578.99,9695.94,6876.77,1111.99,658.65,576.72,151.79,181924.34,352732.57,8776360.89,43920705.63,225255.28,302477.93,616429.58,3941536.98,2226061.66,297173.54,193884.13,474647.88,6730415.69,5405168.52,6086137.67,7312099.78
2024-12-10,-2.52,-5.52,69.75,248.17,1.86,0.63,4.25,22.08,12.41,1.68,1.13,1.57,39.27,49.46,54.57,97.12,83108.38,222404.75,52.53,662.24,2447.09,10011.71,7621.56,990.92,695.41,550.43,126.88,115672.21,443537.58,6656740.32,35261693.50,265888.92,121566.50,493759.15,3496642.19,2115402.09,249472.34,168321.37,263581.41,5470384.37,4848726.22,3411656.29,3185095.14
2024-12-11,-2.17,-5.25,66.06,233.52,2.00,0.72,4.25,15.89,7.03,1.74,1.12,2.09,33.89,64.01,61.50,103.28,78847.27,209478.14,56.23,754.04,2445.21,7397.03,4186.60,1026.49,688.43,517.02,117.51,33573.53,209709.92,4860608.42,32937023.27,277936.59,160164.42,395560.42,2651246.18,1223275.54,237433.40,167107.08,309393.49,4469361.50,5353084.58,3142899.06,1222839.62
2024-12-12,-3.40,-6.75,70.88,227.96,1.11,1.67,4.51,17.25,15.93,1.69,1.11,2.70,42.05,54.49,63.80,123.02,84486.11,204513.86,32.38,1713.27,2597.21,8218.17,9671.23,998.03,674.08,506.29,261.16,161226.02,267182.44,8132598.19,70395025.82,413265.45,1448206.31,622777.76,7178384.47,10984276.53,291217.35,332094.11,1115691.88,13396682.45,7781228.86,5653029.40,7009238.37
2024-12-13,-2.72,-6.28,69.03,242.98,1.35,1.95,4.96,20.04,21.48,1.85,1.22,1.98,41.75,53.82,71.67,115.52,82283.97,218026.42,44.70,1963.70,2857.56,9296.48,13182.33,1090.80,748.88,514.33,178.84,189761.56,569418.41,8624636.31,49106305.29,273447.89,540679.17,743504.22,4551999.23,5229886.93,338995.48,242058.22,445164.59,7583589.06,7614777.65,8607826.68,11387395.29
2024-12-14,-2.47,-9.67,71.82,240.71,1.33,0.00,4.52,21.04,16.25,1.62,1.31,2.06,39.94,44.36,68.85,96.18,85456.57,215928.13,42.72,0.00,2599.95,9555.71,9976.90,956.79,808.74,544.16,167.45,157283.64,824601.60,9716709.82,44225305.15,233252.90,0.00,732774.45,4492180.15,3798350.40,315695.23,219992.94,452230.76,7127271.66,7079374.72,5940783.12,7754816.27
2024-12-15,-2.78,-8.83,76.52,235.07,1.39,0.24,7.07,16.18,15.92,1.42,1.15,2.05,39.85,51.85,75.07,111.42,90953.64,210757.11,44.36,251.95,4007.90,7335.91,9851.98,836.32,707.41,520.76,153.22,167367.44,605675.24,8822352.65,37079886.26,215012.61,72189.95,1520538.41,3591688.40,3559503.03,280363.58,171487.67,680804.54,7047707.01,8336987.02,6737077.69,20890398.44
2024-12-16,-3.27,-6.86,86.35,250.80,1.47,1.32,6.25,17.39,26.83,0.62,1.12,2.48,45.43,127.39,61.38,102.90,102579.38,225317.76,45.66,1331.96,3507.57,8343.23,16740.75,366.68,684.58,497.38,156.33,248587.99,673906.35,10199241.61,44185802.75,261628.36,408226.92,774707.96,3752167.13,6099104.45,96030.55,188126.62,548933.17,7870680.98,13073546.37,7794947.64,13954446.11
2024-12-17,-2.99,-8.05,69.64,253.64,1.50,2.35,2.03,18.40,15.10,0.00,1.08,2.29,29.48,118.28,51.91,112.86,82875.73,227933.04,46.18,2396.97,1169.61,8952.21,9354.74,0.00,657.66,499.44,150.06,121217.29,804170.15,3144627.97,47187297.62,270591.81,666225.92,60162.97,3984647.39,4145324.08,0.00,194199.89,425608.17,5549217.82,9118528.14,6647891.80,8541477.50
2024-12-18,-3.22,-1.60,69.23,234.58,1.47,0.00,1.96,18.63,4.66,0.00,1.01,2.54,26.55,87.03,54.59,99.50,82365.62,210812.56,45.09,0.00,1129.47,8748.45,2761.95,0.00,617.81,513.44,121.15,160621.48,221558.22,3779094.43,35072357.75,239004.49,0.00,33336.52,3490760.81,821520.32,0.00,187670.23,308361.67,2912100.52,6750521.64,5173229.83,4301471.34
2024-12-19,-2.80,-5.86,83.91,208.73,0.90,0.00,1.90,11.43,3.04,0.56,1.09,2.03,28.58,73.64,66.24,117.78,99532.34,187492.31,26.68,0.00,1092.09,5334.34,1790.36,332.73,667.33,501.15,72.64,-33087.53,104429.91,4636767.83,17117197.13,73539.50,0.00,106061.56,1322849.65,351988.98,84553.75,82057.30,270425.52,2820308.25,5529590.86,1537436.56,1473059.15
2024-12-20,-2.82,-8.47,81.10,216.43,0.49,0.00,0.66,13.43,1.76,0.44,1.12,2.37,28.58,75.62,68.75,121.09,96270.48,194550.53,12.34,0.22,381.70,6177.73,1220.35,258.03,683.02,498.80,78.88,22120.87,172260.55,3489806.86,22293033.43,49749.92,25.14,416.75,1839352.02,106561.36,60487.74,103046.19,285092.54,2920145.62,3678161.37,1887869.50,1719265.21
2024-12-21,-3.25,-9.86,73.51,212.29,0.17,0.00,1.80,9.70,1.77,0.00,1.13,2.33,23.36,73.51,62.06,118.93,87276.90,190813.57,7.18,0.00,1034.58,4740.40,1147.40,0.00,689.07,503.51,67.26,-229876.44,90785.75,35630.91,19612694.20,24194.57,0.00,-32949.86,1448636.51,229924.73,0.00,100109.72,264159.63,2134067.92,2928981.63,1588726.34,-1448049.26
2024-12-22,-3.05,-10.60,74.18,210.54,0.36,0.00,1.96,8.47,1.65,0.00,1.26,2.32,25.31,71.13,58.21,116.29,88120.85,188855.42,15.84,7.31,1129.54,4249.65,997.62,0.00,776.04,509.20,56.34,-220694.63,-73301.06,-38565.15,15919928.93,29506.73,1086.49,-26859.79,1091557.91,177360.26,-0.21,84773.01,193705.46,2039149.74,2644574.17,422663.43,-4983991.18
2024-12-23,-2.93,-11.61,68.90,205.83,0.40,0.00,1.96,10.36,2.42,0.00,1.19,1.51,17.88,110.03,55.32,120.19,81680.83,184208.02,17.97,2.48,1129.49,5269.66,1492.58,0.00,732.07,472.13,31.82,-115135.51,-319537.55,-1142621.21,11484096.31,25786.72,-222.62,-45100.75,1446762.63,335849.38,0.00,78933.30,176911.19,772228.19,437528.78,-856561.38,-3866111.52
2024-12-24,-2.70,-10.71,73.65,211.48,0.54,0.00,1.66,8.84,1.25,0.25,1.17,2.98,32.09,48.85,66.32,123.41,86711.72,188464.69,21.92,0.00,953.92,4578.14,795.75,149.53,715.20,505.10,42.24,-61927.74,-327086.76,3129104.92,9757490.45,21172.98,0.00,65062.64,611320.25,79955.15,44728.82,40905.23,268707.03,2088074.77,2370024.01,-993000.98,-2593830.06
2024-12-25,-2.98,-11.86,72.82,197.36,0.41,0.00,0.98,6.22,2.33,0.83,1.26,2.25,31.69,58.86,52.36,127.18,85693.86,175562.17,14.89,2.81,563.77,3256.60,1496.71,489.92,772.45,496.29,46.23,-85986.30,-369869.31,3243481.73,8838347.76,17939.41,239.60,35903.94,348928.91,233776.14,104143.67,37657.17,226594.43,2386733.29,3137554.92,-506282.95,-2552898.63
2024-12-26,-2.86,-12.20,65.10,198.06,0.29,0.01,2.80,5.98,0.83,0.02,1.18,2.02,19.33,133.03,53.79,108.60,76727.38,176069.89,9.74,8.42,1551.29,3079.22,516.20,9.12,728.03,449.15,20.24,-77397.86,-321828.88,-112650.81,7131701.50,8002.24,261.77,40258.17,209825.50,23798.80,751.17,34719.02,96206.01,863669.29,48732.85,-900056.16,-2332590.19
2024-12-27,-3.19,-7.78,61.25,219.83,0.40,0.00,0.99,9.87,2.15,0.00,1.15,2.50,18.56,110.35,53.36,112.18,72039.35,195727.18,14.78,0.00,569.77,4825.68,1326.72,0.00,709.13,473.16,41.03,-108252.67,-166574.62,498214.58,12833768.55,28951.77,0.00,-8186.64,969771.66,223940.56,0.00,59072.68,252096.89,1273696.16,1596571.30,202663.90,-2029446.12
2024-12-28,-3.10,-10.82,70.33,224.55,0.66,0.00,0.99,10.93,2.72,0.00,1.18,2.25,22.98,73.93,59.20,106.84,82843.02,199830.37,25.42,0.00,569.39,5274.78,1666.44,0.00,725.45,517.08,53.01,-89726.37,-233173.96,2160694.44,15336526.51,38083.48,0.00,18037.57,1372801.49,393283.41,0.00,79347.29,265729.82,1856877.82,1843075.15,-669509.32,-2251877.62
2024-12-29,-2.99,-9.45,72.12,229.25,0.64,0.00,0.98,11.06,1.56,0.04,1.06,2.15,25.26,50.50,62.73,116.81,84899.91,203981.51,25.03,0.00,566.49,5483.42,952.20,21.84,647.72,527.99,47.06,-87413.42,-253990.66,2841946.81,12376937.61,30466.19,0.00,31587.18,767448.58,96224.06,2421.50,37863.29,176383.06,1746066.58,2456391.70,-514048.92,-2613597.70
2024-12-30,-2.85,-4.76,76.47,244.28,1.10,0.00,0.99,12.52,1.19,0.00,1.10,2.19,29.20,53.86,62.72,106.19,89939.61,217525.11,34.90,0.00,569.34,6089.58,729.81,0.00,670.11,540.15,76.85,13658.67,175696.14,4556487.66,20568901.00,94028.02,0.00,53011.49,1238272.11,102219.94,0.00,89817.33,229199.45,2937381.76,4111688.77,2261188.73,2673377.36
2024-12-31,-3.00,-2.79,74.54,239.79,1.38,0.01,0.99,8.82,1.22,0.13,1.11,2.18,31.29,48.03,66.07,108.54,87683.79,213922.43,37.62,12.25,569.51,4349.28,742.06,74.35,678.47,532.70,74.84,-45365.44,-6999.07,3945257.67,19988940.60,103837.07,3341.21,54550.77,872034.58,104069.06,11168.16,81495.81,200978.93,3238975.43,3727495.28,1616946.32,143207.68
2025-01-01,-2.84,-7.26,69.70,230.07,1.87,0.00,0.99,6.50,1.04,0.00,1.09,2.27,22.41,64.91,53.51,114.07,82105.56,205185.78,57.18,0.93,568.32,3380.26,629.47,0.00,667.32,524.06,0.00,-257732.64,-127921.59,608038.70,28605559.87,207380.25,132.51,-14883.57,925897.82,72329.16,0.00,152535.19,254498.29,2426415.55,3583400.32,865736.39,-4907320.58
2025-01-02,-2.86,-2.58,71.47,222.85,1.11,0.00,0.99,6.57,1.01,0.00,1.09,1.85,19.67,83.29,56.54,88.99,84172.08,198977.77,41.96,0.00,568.23,3333.37,606.75,0.00,665.09,524.31,90.88,-94760.67,79227.22,688671.67,16764784.65,85885.71,0.00,-3381.97,502820.65,59700.80,0.00,92171.58,122938.47,2056210.43,3961683.33,1825603.76,-2023431.02
2025-01-03,-2.62,-5.79,75.14,221.87,1.14,0.00,3.11,8.96,2.98,1.10,1.02,2.55,32.51,55.35,67.59,108.95,88436.20,198253.11,42.98,0.00,1745.11,4230.85,1907.50,650.25,624.64,515.60,60.35,-38003.29,-79337.12,4736844.33,14961530.90,72533.07,0.00,393045.24,946953.55,422372.16,218989.09,55562.12,390005.57,4056530.04,3765607.63,348389.36,-970082.37
2025-01-04,-3.02,-8.73,79.77,228.85,1.07,0.00,6.91,10.66,3.48,1.73,1.03,2.19,37.85,66.39,60.28,106.32,93953.69,204345.86,40.25,1.16,3862.06,4972.58,2178.28,1022.70,626.66,522.89,68.49,-18958.53,-160367.48,6587576.13,15715038.39,72589.60,132.09,840768.02,1106373.24,399301.91,259786.60,44997.97,286551.01,4267149.25,4582692.39,329413.30,287197.73
2025-01-05,-2.78,-5.69,86.17,236.42,1.12,0.00,6.53,12.26,5.36,2.51,1.01,2.02,36.03,81.11,48.74,93.31,101488.20,211137.76,42.21,0.00,3642.72,5699.19,3384.65,1478.77,613.66,542.10,73.19,28013.57,-138608.70,7072523.17,17009675.71,80948.27,0.00,720144.31,1094766.51,619017.11,259060.55,43262.23,260463.27,4005791.70,6689470.30,1015406.22,1601438.25
2025-01-06,-2.49,-4.15,83.44,250.87,1.33,0.00,1.08,10.75,3.01,0.48,1.02,1.73,26.44,101.68,51.07,89.98,98342.37,224200.06,46.56,0.00,620.66,5132.09,1925.60,283.26,629.73,537.43,79.18,15315.93,-54058.91,4460393.39,19130866.15,107227.03,0.00,51776.17,911297.73,321982.43,42007.50,55086.07,155930.41,2527973.24,5332646.19,1582993.88,2051818.15
2025-01-07,-2.95,-3.76,65.77,231.44,1.52,0.00,0.99,6.70,0.98,0.00,1.15,1.76,20.40,106.57,50.56,97.66,77510.52,206591.51,45.61,0.00,567.64,3399.20,593.01,0.00,704.11,500.03,70.70,-95891.53,-112500.10,-614368.42,13285285.59,93254.29,0.00,-12710.88,351354.35,64704.99,0.00,45760.05,91152.03,2161681.69,2755732.79,893175.52,-2063495.62
2025-01-08,-2.93,-3.61,74.21,228.74,1.41,0.00,1.36,9.23,1.54,0.87,1.13,2.61,25.11,78.66,69.52,96.96,87268.48,204192.69,41.10,0.00,783.80,4496.65,966.78,514.34,697.43,511.20,46.00,-940.95,-44891.34,3803190.27,13499945.08,85153.11,0.00,83453.70,732016.13,115176.16,111836.25,59267.39,238270.30,2765708.36,4917726.96,1285682.21,584226.32
2025-01-09,-3.46,-3.15,75.31,238.00,1.56,0.00,3.59,15.02,4.34,2.02,1.20,2.77,34.46,72.23,61.80,89.88,88737.88,213037.32,43.75,0.00,2008.93,6952.45,2657.45,1190.29,735.19,529.51,58.66,157603.71,87859.79,7646711.06,24190219.07,154433.25,0.00,532641.28,2103192.71,508843.36,284928.13,113982.95,419853.88,4492897.52,7502532.66,3655342.03,5937971.24
2025-01-10,-3.06,-2.44,75.47,245.00,1.62,0.00,2.92,14.41,3.10,2.07,1.17,2.37,37.04,75.67,61.91,93.48,89051.25,219001.08,44.40,0.00,1679.80,6606.34,1916.00,1223.53,723.10,524.37,103.68,119974.39,104400.92,7854828.15,24892739.45,159391.60,0.00,329627.78,1739085.54,367363.25,263664.45,111020.84,321183.14,4758460.38,8361144.23,3883425.26,5580388.50
2025-01-11,-2.91,-5.11,79.64,238.77,1.09,0.00,2.96,14.53,2.93,1.57,1.20,1.99,31.97,70.73,61.51,86.88,94517.92,213455.04,25.82,0.00,1701.19,6772.74,1813.04,927.78,736.79,544.37,102.99,98419.78,270251.17,7795025.70,24145725.58,111539.35,0.00,288171.50,1660397.68,334929.66,204070.81,114334.67,241949.59,3828994.21,7373629.77,3527982.19,5043731.05
2025-01-12,-2.97,-6.11,79.05,230.66,1.01,0.00,3.41,15.83,5.49,2.07,1.21,2.21,33.58,51.17,63.57,89.29,94414.59,206078.27,23.18,0.00,1962.97,7323.55,3288.48,1223.38,741.75,553.25,99.44,75024.93,36955.44,7358818.39,21388562.28,75995.88,0.00,422751.64,1874505.10,730368.45,277532.78,86087.65,291609.83,4329481.53,5394360.01,2027745.52,2614317.04
2025-01-13,-3.29,-4.46,79.21,244.83,0.80,0.03,4.03,18.17,13.37,2.12,1.05,2.56,42.04,48.88,74.94,113.11,94012.89,218816.24,17.67,15.37,2319.36,8534.70,8258.87,1247.66,657.13,523.85,94.19,95272.36,30606.57,8123318.58,30959463.86,94628.86,7480.44,483722.25,2869968.84,2481956.10,282540.72,118448.08,408864.48,6343359.00,5736767.19,3558244.92,3724205.98
2025-01-14,-2.77,-3.94,74.83,263.41,0.75,0.01,5.15,19.58,10.47,3.27,1.06,2.18,37.69,57.86,74.55,110.65,88219.01,235830.97,16.70,6.51,2967.79,9128.04,6529.38,1928.55,663.79,527.37,118.87,128474.95,265268.60,8076334.44,37159444.26,108972.71,3576.46,695139.79,3340197.29,2044322.49,472079.99,147840.60,398376.52,6360916.16,7505815.41,6338664.67,7659460.08
2025-01-15,-3.24,-4.74,71.74,264.44,0.78,0.44,2.12,13.98,11.29,0.74,0.37,1.76,27.00,114.57,54.45,94.80,84939.18,237084.41,17.38,460.85,1218.98,6795.81,7009.16,434.51,210.39,519.86,133.57,50736.80,1368110.53,3092401.89,56052202.03,112365.55,171477.28,52056.40,2351217.52,2094443.34,84146.72,46561.07,359887.34,6722052.84,9902551.18,11783403.53,37826615.85
2025-01-16,-2.99,-3.96,75.81,258.83,0.57,0.77,1.97,12.61,3.80,0.61,0.13,2.94,21.98,79.67,61.21,93.14,90034.18,231669.80,13.17,810.96,1135.18,6094.46,2449.81,361.36,73.69,547.94,174.18,33924.25,217912.98,4872131.55,25007394.55,57180.03,79571.55,110218.80,1559802.52,425269.22,78252.08,15226.15,365276.19,2797720.72,5663865.43,2357344.09,2231903.29
2025-01-17,-2.59,-6.06,74.50,229.13,0.26,0.00,1.96,7.95,1.02,0.00,0.00,1.86,17.56,97.76,62.49,97.93,88449.37,204888.11,7.03,0.00,1130.16,3979.72,616.62,0.00,0.00,512.30,86.71,-76581.76,-81540.88,1185580.56,13849062.56,16140.08,0.00,13272.89,786505.91,42516.48,0.00,0.00,125793.13,1675681.06,3083017.88,-168391.61,-2253640.20
2025-01-18,-2.60,-10.25,69.25,220.42,0.26,0.00,1.74,7.51,1.29,0.52,0.00,2.04,18.94,101.79,57.28,103.88,82046.37,197203.19,9.28,0.00,1002.56,3695.60,820.51,306.84,0.00,498.35,45.81,-49562.12,-296464.45,1035291.21,11248700.67,7183.17,0.00,25099.19,825386.61,52368.29,64287.82,0.00,225294.03,1979409.98,2466353.09,-930296.10,-1221017.70
2025-01-19,-3.28,-9.69,85.35,220.43,0.16,0.07,2.43,11.31,5.90,1.49,0.00,2.13,29.69,68.92,58.88,104.73,101165.42,197591.52,6.77,79.41,1396.46,5231.06,3885.84,880.31,0.00,536.27,42.01,41046.82,-313280.44,6418427.58,10129806.11,4101.28,22479.89,451163.55,1538723.67,876157.49,309438.81,0.00,360477.98,3481899.55,4623250.66,-57623.08,1437875.80
2025-01-20,-2.72,-8.63,98.89,240.40,0.24,0.00,2.50,19.38,6.98,2.86,0.62,2.84,41.64,45.32,64.60,112.46,117294.22,215624.17,10.45,5.89,1440.12,8605.17,4311.10,1688.36,381.64,556.85,63.52,149647.25,-207048.81,13877520.16,22648862.26,32055.40,514.01,394199.79,2860895.97,1174714.18,435595.69,82751.37,590550.38,6829710.09,6426388.60,1464794.94,3432986.04
2025-01-21,-3.02,-5.78,98.37,252.78,0.49,0.00,1.83,18.01,3.90,1.61,1.43,2.01,36.43,59.92,68.97,117.48,116642.22,226365.51,18.71,0.00,1055.25,8134.07,2426.50,948.76,882.44,544.70,112.46,118587.45,135635.79,12321671.62,29669861.68,53125.83,0.00,197937.29,2812442.85,594802.73,235841.67,151806.94,331203.21,5624623.22,6645006.12,3346772.35,5101051.53
2025-01-22,-3.38,-3.24,73.73,256.04,0.57,1.38,0.98,15.06,11.78,0.00,1.36,1.72,24.16,107.61,56.64,107.60,87527.25,229193.25,21.47,1442.74,565.38,7306.86,7193.60,0.00,835.08,512.40,116.25,148834.94,164744.46,-367936.73,208990599.47,167558.73,7148858.44,-6957.61,34304891.04,34346878.02,0.00,1516506.06,6567283.77,18562591.84,8933563.96,18794143.81,8568022.63
2025-01-23,-2.64,-6.67,89.99,246.65,0.46,0.08,0.98,18.84,2.50,0.54,1.34,2.86,24.73,94.22,60.85,83.65,106766.09,220628.17,17.46,82.94,564.57,8381.91,1521.86,317.89,828.54,548.39,646.15,29768.23,-5876.77,5421542.21,20993689.50,32754.05,12120.00,57429.59,1925769.60,286906.26,77407.83,120687.96,327268.72,2929532.83,5772422.61,903062.68,1164507.53
2025-01-24,-3.16,-3.19,80.67,255.27,0.56,1.41,0.98,20.50,5.25,0.49,1.28,2.45,21.66,65.45,66.94,107.88,95803.35,228552.25,21.00,1480.94,563.70,9172.45,3199.54,287.25,793.52,544.28,76.41,-84189.58,102712.24,4327554.83,27941566.56,45511.11,425296.27,8210.30,2804187.59,1273949.43,58320.57,150335.84,352587.28,2430741.51,4474175.74,2921864.43,351404.17
2025-01-25,-2.85,-10.87,83.25,235.13,0.39,0.00,0.98,12.83,1.20,0.19,0.92,2.15,19.19,60.45,64.08,111.91,98795.68,210663.39,13.75,0.00,563.22,5819.55,717.64,113.65,584.10,548.01,92.83,-97919.18,-216434.98,3594842.82,12826004.47,19426.50,0.00,29185.85,735817.78,74658.98,17581.19,38861.87,185621.62,1960707.10,3768017.04,-1081920.14,-2871808.66
2025-01-26,-2.87,-9.52,81.81,233.64,0.30,0.01,2.50,13.24,1.75,0.94,0.88,2.15,20.94,70.57,64.41,101.26,96989.52,209359.82,10.13,10.78,1438.34,6038.95,1110.95,552.41,561.22,543.07,50.57,-61996.40,-12906.18,3737480.04,11506542.95,13446.03,3616.01,356886.18,874114.23,278215.30,192597.38,38329.35,247366.73,2017457.34,3829397.13,103968.10,-559391.30
2025-01-27,-2.93,-5.32,82.48,239.41,0.37,0.00,1.01,12.54,3.60,0.41,0.85,2.29,26.52,127.00,64.33,99.55,97788.61,214393.51,13.06,0.00,583.09,5810.41,2232.54,242.97,540.76,493.17,51.52,-8773.50,68447.72,4349913.19,17555203.34,28798.10,0.00,1886.93,1109706.16,407525.45,34055.07,53834.96,282189.61,2527351.55,4972648.53,2266083.57,2131817.68
2025-01-28,-3.02,-3.25,81.86,262.40,0.56,0.00,0.99,13.35,4.99,0.00,0.84,1.86,19.95,113.73,61.40,112.24,97062.24,235318.97,20.83,0.00,571.43,6354.03,2889.45,1.75,536.78,513.18,62.33,-67188.14,111287.30,1864777.17,20559445.06,42024.52,0.00,-19153.89,1335926.38,463333.28,-434.92,66976.31,194518.66,1665522.95,4388134.99,2704926.11,1415651.26
2025-01-29,-3.34,-3.08,80.34,243.06,0.60,0.00,0.99,10.33,2.79,0.00,0.59,2.73,26.55,85.87,64.70,102.34,95397.98,217947.51,22.39,0.32,572.92,5119.07,1665.62,0.00,367.51,522.56,61.10,-9923.44,157785.73,1596283.26,21715302.82,51309.66,115.32,-13586.77,1126818.65,376089.65,0.00,59068.23,261449.34,3200942.43,4379524.99,3138982.41,784563.79
2025-01-30,-3.65,-2.83,83.73,245.85,0.62,0.12,0.99,12.42,3.49,0.00,1.23,2.94,26.84,82.35,67.35,92.50,99093.34,219777.89,23.06,154.43,571.38,6091.61,2107.90,0.00,752.64,535.17,71.86,46575.97,147767.68,4120508.29,22821211.08,49618.84,-2225.11,19906.88,1695811.73,646169.68,0.00,128231.25,311661.67,3079522.82,5481783.82,2941100.73,1305062.46
2025-01-31,-2.80,-2.82,85.32,239.34,0.58,0.00,1.00,12.80,1.47,0.00,1.38,2.47,25.33,95.79,62.86,96.88,101007.50,213752.65,21.82,0.13,574.02,6421.07,873.46,0.00,850.41,522.11,81.35,73473.16,144852.15,3854211.87,20247148.37,41817.56,1.98,31730.69,1443045.83,150285.72,0.00,127990.03,260605.53,2826966.45,5787696.01,2579552.03,1778794.60
2025-02-01,-3.02,-7.16,86.36,230.94,0.34,0.09,4.02,12.20,4.76,1.09,1.37,2.36,27.26,86.72,62.87,97.26,102267.43,206267.31,13.23,126.09,2238.24,5927.76,2917.37,645.41,839.89,528.84,74.65,44790.65,369212.47,7720784.86,22008925.76,37233.95,382308.05,1892875.55,3759917.16,4540095.56,2306516.00,124608.05,3637582.31,4588044.43,10731449.23,6374184.17,12199834.90
2025-02-02,-3.32,-8.43,90.76,227.80,0.59,0.03,6.42,12.86,7.64,1.43,1.38,2.30,28.69,97.83,64.63,101.37,107716.42,203491.50,23.21,46.28,3592.71,6158.89,4804.96,840.34,846.68,518.25,137.46,85655.03,90871.21,8015573.42,18738245.75,43797.53,9412.24,1155734.76,1660622.67,1473218.39,260966.74,96551.07,500721.28,4675454.43,7570281.49,2256821.39,4679124.58
